voter_name,affiliation,first,first_2,first_3,first_4,first_5,second,second_2,second_3,second_4,second_5,year,award
Eddie Sefko,Dallas Morning News,"Noel, Nerlens -- PHI","Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Payton, Elfrid -- ORL","LaVine, Zach -- MIN","Clarkson, Jordan -- LAL","McGary, Mitch -- OKC","Smart, Marcus -- BOS","Hood, Rodney -- UTA","Bogdanovic, Bojan -- BRK",2015,All-Rook
Tim Bontemps,ESPN,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)","Jackson Jr., Jaren (MEM)","Robinson, Mitchell (NYK)","Sexton, Collin (CLE)","Gilgeous-Alexander, Shai (LAC)","Bagley III, Marvin (SAC)","Huerter, Kevin (ATL)","Shamet, Landry (LAC)",2019,All-Rook
Frank Isola,Sirius Radio/The Athletic,"Doncic, Luka (DAL)","Young, Trae (ATL)","Gilgeous-Alexander, Shai (LAC)","Bagley III, Marvin (SAC)","Sexton, Collin (CLE)","Robinson, Mitchell (NYK)","Ayton, Deandre (PHX)","Bridges, Miles (CHA)","Huerter, Kevin (ATL)","Jackson Jr., Jaren (MEM)",2019,All-Rook
Dave McMenamin,ESPN,"Ayton, Deandre (PHX)","Young, Trae (ATL)","Doncic, Luka (DAL)","Sexton, Collin (CLE)","Bagley III, Marvin (SAC)","Gilgeous-Alexander, Shai (LAC)","Jackson Jr., Jaren (MEM)","Carter Jr., Wendell (CHI)","Huerter, Kevin (ATL)","Shamet, Landry (LAC)",2019,All-Rook
Kevin Pelton,ESPN,"Ayton, Deandre (PHX)","Doncic, Luka (DAL)","Robinson, Mitchell (NYK)","Shamet, Landry (LAC)","Young, Trae (ATL)","Bagley III, Marvin (SAC)","Bridges, Mikal (PHX)","Gilgeous-Alexander, Shai (LAC)","Huerter, Kevin (ATL)","Jackson Jr., Jaren (MEM)",2019,All-Rook
Joe Freeman,The Oregonian,"Doncic, Luka (DAL)","Young, Trae (ATL)","Gilgeous-Alexander, Shai (LAC)","Bagley III, Marvin (SAC)","Ayton, Deandre (PHX)","Sexton, Collin (CLE)","Shamet, Landry (LAC)","Jackson Jr., Jaren (MEM)","Huerter, Kevin (ATL)","Robinson, Mitchell (NYK)",2019,All-Rook
David Cobb,Memphis Commercial Appeal,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)","Bagley III, Marvin (SAC)","Jackson Jr., Jaren (MEM)","Gilgeous-Alexander, Shai (LAC)","Sexton, Collin (CLE)","Knox, Kevin (NYK)","Huerter, Kevin (ATL)","Robinson, Mitchell (NYK)",2019,All-Rook
Matt Velazquez,Milwaukee Journal Sentinel,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)","Jackson Jr., Jaren (MEM)","Gilgeous-Alexander, Shai (LAC)","Bagley III, Marvin (SAC)","Sexton, Collin (CLE)","Robinson, Mitchell (NYK)","Huerter, Kevin (ATL)","Shamet, Landry (LAC)",2019,All-Rook
Chris Broussard,Fox Sports,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)","Bagley III, Marvin (SAC)","Gilgeous-Alexander, Shai (LAC)","Jackson Jr., Jaren (MEM)","Sexton, Collin (CLE)","Robinson, Mitchell (NYK)","Huerter, Kevin (ATL)","Knox, Kevin (NYK)",2019,All-Rook
Scott Agness,The Athletic,"Doncic, Luka (DAL)","Young, Trae (ATL)","Jackson Jr., Jaren (MEM)","Ayton, Deandre (PHX)","Gilgeous-Alexander, Shai (LAC)","Sexton, Collin (CLE)","Bagley III, Marvin (SAC)","Shamet, Landry (LAC)","Huerter, Kevin (ATL)","Bridges, Mikal (PHX)",2019,All-Rook
Brian Windhorst,ESPN,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)","Jackson Jr., Jaren (MEM)","Sexton, Collin (CLE)","Bagley III, Marvin (SAC)","Gilgeous-Alexander, Shai (LAC)","Shamet, Landry (LAC)","Huerter, Kevin (ATL)","Bridges, Mikal (PHX)",2019,All-Rook
Jon Barry,ESPN,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)","Sexton, Collin (CLE)","Bagley III, Marvin (SAC)","Bridges, Mikal (PHX)","Gilgeous-Alexander, Shai (LAC)","Shamet, Landry (LAC)","Huerter, Kevin (ATL)","Jackson Jr., Jaren (MEM)",2019,All-Rook
Matt Winer,Turner Sports,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)","Bagley III, Marvin (SAC)","Jackson Jr., Jaren (MEM)","Sexton, Collin (CLE)","Gilgeous-Alexander, Shai (LAC)","Shamet, Landry (LAC)","Huerter, Kevin (ATL)","Robinson, Mitchell (NYK)",2019,All-Rook
Chris Mannix,Sports Illustrated,"Doncic, Luka (DAL)","Young, Trae (ATL)","Jackson Jr., Jaren (MEM)","Ayton, Deandre (PHX)","Bagley III, Marvin (SAC)","Gilgeous-Alexander, Shai (LAC)","Sexton, Collin (CLE)","Shamet, Landry (LAC)","Huerter, Kevin (ATL)","Robinson, Mitchell (NYK)",2019,All-Rook
Kurt Helin,NBCSports.com,"Doncic, Luka (DAL)","Young, Trae (ATL)","Bagley III, Marvin (SAC)","Ayton, Deandre (PHX)","Jackson Jr., Jaren (MEM)","Gilgeous-Alexander, Shai (LAC)","Sexton, Collin (CLE)","Shamet, Landry (LAC)","Huerter, Kevin (ATL)","Robinson, Mitchell (NYK)",2019,All-Rook
Chris Haynes,Yahoo! Sports,"Morant, Ja (MEM)","Nunn, Kendrick (MIA)","Barrett, R.J. (NYK)","Hachimura, Rui (WAS)","Paschall, Eric (GSW)","White, Coby (CHI)","Garland, Darius (CLE)","Herro, Tyler (MIA)","Hunter, De'Andre (ATL)","Washington, P.J. (CHA)",2020,All-Rook
Jason Quick,The Athletic,"Morant, Ja (MEM)","Williamson, Zion (NOP)","Nunn, Kendrick (MIA)","Clarke, Brandon (MEM)","Hachimura, Rui (WAS)","Barrett, R.J. (NYK)","Herro, Tyler (MIA)","Paschall, Eric (GSW)","Hunter, De'Andre (ATL)","Thybulle, Matisse (PHI)",2020,All-Rook
Tim Reynolds,Associated Press,"Morant, Ja (MEM)","Nunn, Kendrick (MIA)","Williamson, Zion (NOP)","Paschall, Eric (GSW)","Clarke, Brandon (MEM)","Barrett, R.J. (NYK)","Herro, Tyler (MIA)","White, Coby (CHI)","Hunter, De'Andre (ATL)","Washington, P.J. (CHA)",2020,All-Rook
Mike Rice,Comcast SportsNet NW,"Wiggins, Andrew -- MIN","Exum, Dante -- UTA","Noel, Nerlens -- PHI","Mirotic, Nikola -- CHI","Clarkson, Jordan -- LAL","Bogdanovic, Bojan -- BRK","Ennis, Tyler -- MIL","Hood, Rodney -- UTA","Ingles, Joe -- UTA","Grant, Jerami -- PHI",2015,All-Rook
Michelle Beadle,ABC/ESPN,"Brogdon, Malcolm (Mil.)","Embiid, Joel (Phi.)","Saric, Dario (Phi.)","Hernangomez, Willy (N.Y.)","Hield, Buddy (Sac.)","Brown, Jaylen (Bos.)","McGruder, Rodney (Mia.)","Abrines, Alex (OKC.)","Ingram, Brandon (LA-L)","Murray, Jamal (Den.)",2017,All-Rook
Tony Jones,Salt Lake Tribune,"Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Embiid, Joel (Phi.)","Murray, Jamal (Den.)","Chriss, Marquese (Pho.)","Ulis, Tyler (Pho.)","Ferrell, Yogi (Dal.)","Brown, Jaylen (Bos.)","Ingram, Brandon (LA-L)","McCaw, Patrick (G.S.)",2017,All-Rook
Ben Golliver,Sports Illustrated,"Embiid, Joel (Phi.)","Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Hernangomez, Willy (N.Y.)","Brown, Jaylen (Bos.)","Murray, Jamal (Den.)","McGruder, Rodney (Mia.)","Chriss, Marquese (Pho.)","Ingram, Brandon (LA-L)","Hield, Buddy (Sac.)",2017,All-Rook
Jon Krawczynski,Associated Press,"Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Embiid, Joel (Phi.)","Hield, Buddy (Sac.)","Brown, Jaylen (Bos.)","Hernangomez, Willy (N.Y.)","Murray, Jamal (Den.)","Chriss, Marquese (Pho.)","Ingram, Brandon (LA-L)","McGruder, Rodney (Mia.)",2017,All-Rook
Jerry Zgoda,Minneapolis Star-Tribune,"Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Embiid, Joel (Phi.)","Chriss, Marquese (Pho.)","Hield, Buddy (Sac.)","Murray, Jamal (Den.)","Brown, Jaylen (Bos.)","Ferrell, Yogi (Dal.)","Ingram, Brandon (LA-L)","McGruder, Rodney (Mia.)",2017,All-Rook
Ailene Voisin,Sacramento Bee,"Brogdon, Malcolm (Mil.)","Embiid, Joel (Phi.)","Hield, Buddy (Sac.)","Saric, Dario (Phi.)","Murray, Jamal (Den.)","Brown, Jaylen (Bos.)","Chriss, Marquese (Pho.)","Hernangomez, Juan (Den.)","Ingram, Brandon (LA-L)","McGruder, Rodney (Mia.)",2017,All-Rook
Rod Beard,Detroit News,"Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Embiid, Joel (Phi.)","Hield, Buddy (Sac.)","Murray, Jamal (Den.)","Ferrell, Yogi (Dal.)","Chriss, Marquese (Pho.)","Hernangomez, Willy (N.Y.)","Ingram, Brandon (LA-L)","LeVert, Caris (Bkn.)",2017,All-Rook
Charles Gardner,Milwaukee Journal-Sentinel,"Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Embiid, Joel (Phi.)","Chriss, Marquese (Pho.)","Hield, Buddy (Sac.)","Brown, Jaylen (Bos.)","Ferrell, Yogi (Dal.)","Hernangomez, Willy (N.Y.)","Ingram, Brandon (LA-L)","Murray, Jamal (Den.)",2017,All-Rook
Sekou Smith,NBA.com,"Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Embiid, Joel (Phi.)","Brown, Jaylen (Bos.)","Murray, Jamal (Den.)","Ferrell, Yogi (Dal.)","LeVert, Caris (Bkn.)","Hernangomez, Willy (N.Y.)","Ingram, Brandon (LA-L)","Ulis, Tyler (Pho.)",2017,All-Rook
Ron Tillery,Memphis Commercial-Appeal,"Embiid, Joel (Phi.)","Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Hernangomez, Willy (N.Y.)","Hield, Buddy (Sac.)","Murray, Dejounte (S.A.)","Brown, Jaylen (Bos.)","LeVert, Caris (Bkn.)","Ingram, Brandon (LA-L)","McGruder, Rodney (Mia.)",2017,All-Rook
Kevin Harlan,Turner,"Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Hield, Buddy (Sac.)","Embiid, Joel (Phi.)","Hernangomez, Willy (N.Y.)","Murray, Jamal (Den.)","Brown, Jaylen (Bos.)","McGruder, Rodney (Mia.)","Ingram, Brandon (LA-L)","LeVert, Caris (Bkn.)",2017,All-Rook
Manny Navaro,Miami Herald,"Brogdon, Malcolm (Mil.)","Embiid, Joel (Phi.)","Saric, Dario (Phi.)","Hield, Buddy (Sac.)","Hernangomez, Willy (N.Y.)","Murray, Jamal (Den.)","Ferrell, Yogi (Dal.)","McGruder, Rodney (Mia.)","Ingram, Brandon (LA-L)","Chriss, Marquese (Pho.)",2017,All-Rook
Kristen Ledlow,Turner,"Brogdon, Malcolm (Mil.)","Embiid, Joel (Phi.)","Saric, Dario (Phi.)","Hield, Buddy (Sac.)","Brown, Jaylen (Bos.)","Murray, Jamal (Den.)","Hernangomez, Willy (N.Y.)","McGruder, Rodney (Mia.)","Ingram, Brandon (LA-L)","Ulis, Tyler (Pho.)",2017,All-Rook
Marc Stein,ESPN.com,"Embiid, Joel (Phi.)","Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Hernangomez, Willy (N.Y.)","Hield, Buddy (Sac.)","Brown, Jaylen (Bos.)","Murray, Jamal (Den.)","McGruder, Rodney (Mia.)","Ingram, Brandon (LA-L)","LeVert, Caris (Bkn.)",2017,All-Rook
Richard Walker,Gaston Gazette,"Embiid, Joel (Phi.)","Saric, Dario (Phi.)","Brogdon, Malcolm (Mil.)","Hield, Buddy (Sac.)","Ferrell, Yogi (Dal.)","Hernangomez, Juan (Den.)","Ulis, Tyler (Pho.)","Murray, Dejounte (S.A.)","Ingram, Brandon (LA-L)","Chriss, Marquese (Pho.)",2017,All-Rook
Flavio Tranquillo,Sky Italia,"Embiid, Joel (Phi.)","Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Labissiere, Skal (Sac.)","Hernangomez, Willy (N.Y.)","Brown, Jaylen (Bos.)","Ulis, Tyler (Pho.)","Murray, Jamal (Den.)","Ingram, Brandon (LA-L)","LeVert, Caris (Bkn.)",2017,All-Rook
Olgun Uluc,Fox Sports Australia,"Doncic, Luka (DAL)","Young, Trae (ATL)","Sexton, Collin (CLE)","Bagley III, Marvin (SAC)","Ayton, Deandre (PHX)","Kurucs, Rodions (BKN)","Shamet, Landry (LAC)","Gilgeous-Alexander, Shai (LAC)","Jackson Jr., Jaren (MEM)","Robinson, Mitchell (NYK)",2019,All-Rook
Gary Washburn,Boston Globe,"Doncic, Luka (DAL)","Young, Trae (ATL)","Sexton, Collin (CLE)","Ayton, Deandre (PHX)","Bagley III, Marvin (SAC)","Robinson, Mitchell (NYK)","Shamet, Landry (LAC)","Gilgeous-Alexander, Shai (LAC)","Jackson Jr., Jaren (MEM)","Trier, Allonzo (NYK)",2019,All-Rook
Andrew Sharp,Sports Illustrated,"Tatum, Jayson (BOS)","Markkanen, Lauri (CHI)","Mitchell, Donovan (UTA)","Simmons, Ben (PHI)","Kuzma, Kyle (LAL)","Collins, John (ATL)","Smith Jr., Dennis (DAL)","Adebayo, Bam (MIA)","Jackson, Josh (PHX)","Bogdanovic, Bogdan (SAC)",2018,All-Rook
Kevin O'Connor,The Ringer,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Markkanen, Lauri (CHI)","Bogdanovic, Bogdan (SAC)","Ball, Lonzo (LAL)","Anunoby, OG (TOR)","Jackson, Josh (PHX)","Collins, John (ATL)",2018,All-Rook
Tim Reynolds,Associated Press,"Mitchell, Donovan (UTA)","Simmons, Ben (PHI)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Collins, John (ATL)","Markkanen, Lauri (CHI)","Smith Jr., Dennis (DAL)","Ball, Lonzo (LAL)","Jackson, Josh (PHX)","Brooks, Dillon (MEM)",2018,All-Rook
Doris Burke,ABC/ESPN,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Kuzma, Kyle (LAL)","Tatum, Jayson (BOS)","Markkanen, Lauri (CHI)","Ball, Lonzo (LAL)","Smith Jr., Dennis (DAL)","Bogdanovic, Bogdan (SAC)","Jackson, Josh (PHX)","Collins, Zach (POR)",2018,All-Rook
Jackie MacMullan,ESPN.com,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Markkanen, Lauri (CHI)","Collins, John (ATL)","Smith Jr., Dennis (DAL)","Bogdanovic, Bogdan (SAC)","Jackson, Josh (PHX)","Ball, Lonzo (LAL)",2018,All-Rook
Chris Webber,Turner,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Markkanen, Lauri (CHI)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Smith Jr., Dennis (DAL)","Bogdanovic, Bogdan (SAC)","Fox, De'Aaron (SAC)","Jackson, Josh (PHX)","Ball, Lonzo (LAL)",2018,All-Rook
Chris Broussard,Fox Sports,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Markkanen, Lauri (CHI)","Kuzma, Kyle (LAL)","Ball, Lonzo (LAL)","Smith Jr., Dennis (DAL)","Fox, De'Aaron (SAC)","Jackson, Josh (PHX)","Collins, John (ATL)",2018,All-Rook
Paul Flannery,SB Nation,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Markkanen, Lauri (CHI)","Ball, Lonzo (LAL)","Fox, De'Aaron (SAC)","Smith Jr., Dennis (DAL)","Jackson, Josh (PHX)","Collins, John (ATL)",2018,All-Rook
Matt Winer,NBA TV,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Winslow, Justise -- MIA","Jokic, Nikola -- DEN","Mudiay, Emmanuel -- DEN","Okafor, Jahlil -- PHI","Richardson, Josh -- MIA","Booker, Devin -- PHX","Johnson, Stanley -- DET","Russell, D'Angelo -- LAL",2016,All-Rook
Brian Sieman,The Beast 980,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Okafor, Jahlil -- PHI","Booker, Devin -- PHX","Mudiay, Emmanuel -- DEN","Russell, D'Angelo -- LAL","Turner, Myles -- IND","Cauley-Stein, Willie -- SAC","Johnson, Stanley -- DET","Jokic, Nikola -- DEN",2016,All-Rook
Rod Beard,Detroit News,"Okafor, Jahlil -- PHI","Towns, Karl-Anthony -- MIN","Booker, Devin -- PHX","Porzingis, Kristaps -- NYK","Russell, D'Angelo -- LAL","Cauley-Stein, Willie -- SAC","Lyles, Trey -- UTA","Hollis-Jefferson, Rondae -- BKN","Johnson, Stanley -- DET","Turner, Myles -- IND",2016,All-Rook
Ralph Lawler,Prime Ticket,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Okafor, Jahlil -- PHI","Booker, Devin -- PHX","Mudiay, Emmanuel -- DEN","Russell, D'Angelo -- LAL","Turner, Myles -- IND","Jokic, Nikola -- DEN","Johnson, Stanley -- DET","Kaminsky, Frank -- CHA",2016,All-Rook
Mike Breen,ABC Sports,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Booker, Devin -- PHX","Jokic, Nikola -- DEN","Okafor, Jahlil -- PHI","Turner, Myles -- IND","Winslow, Justise -- MIA","Mudiay, Emmanuel -- DEN","Johnson, Stanley -- DET","Portis, Bobby -- CHI",2016,All-Rook
Israel Guttierez,ESPN.com,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Booker, Devin -- PHX","Winslow, Justise -- MIA","Mudiay, Emmanuel -- DEN","Cauley-Stein, Willie -- SAC","Russell, D'Angelo -- LAL","Okafor, Jahlil -- PHI","Johnson, Stanley -- DET","Turner, Myles -- IND",2016,All-Rook
Tim Roye,KNBR Radio,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Jokic, Nikola -- DEN","Booker, Devin -- PHX","Okafor, Jahlil -- PHI","Turner, Myles -- IND","Cauley-Stein, Willie -- SAC","Russell, D'Angelo -- LAL","Johnson, Stanley -- DET","Kaminsky, Frank -- CHA",2016,All-Rook
Steve Aschburner,NBA.com,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Jokic, Nikola -- DEN","Booker, Devin -- PHX","Winslow, Justise -- MIA","Kaminsky, Frank -- CHA","Mudiay, Emmanuel -- DEN","Russell, D'Angelo -- LAL","Johnson, Stanley -- DET","Lyles, Trey -- UTA",2016,All-Rook
Doris Burke,ESPN,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Jokic, Nikola -- DEN","Booker, Devin -- PHX","Winslow, Justise -- MIA","Turner, Myles -- IND","Okafor, Jahlil -- PHI","Russell, D'Angelo -- LAL","Johnson, Stanley -- DET","Mudiay, Emmanuel -- DEN",2016,All-Rook
Jonathan Feigen,Houston Chronicle,"Towns, Karl-Anthony -- MIN","Jokic, Nikola -- DEN","Porzingis, Kristaps -- NYK","Okafor, Jahlil -- PHI","Booker, Devin -- PHX","Mudiay, Emmanuel -- DEN","Turner, Myles -- IND","Russell, D'Angelo -- LAL","Johnson, Stanley -- DET","Winslow, Justise -- MIA",2016,All-Rook
Kevin Calabro,ESPN Radio,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Okafor, Jahlil -- PHI","Mudiay, Emmanuel -- DEN","Booker, Devin -- PHX","Richardson, Josh -- MIA","McConnell, TJ -- PHI","Turner, Myles -- IND","Johnson, Stanley -- DET","Jokic, Nikola -- DEN",2016,All-Rook
Keith Pompey,Philadelphia Inquirer,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Okafor, Jahlil -- PHI","Russell, D'Angelo -- LAL","McConnell, TJ -- PHI","Booker, Devin -- PHX","Mudiay, Emmanuel -- DEN","Turner, Myles -- IND","Johnson, Stanley -- DET","Jokic, Nikola -- DEN",2016,All-Rook
John Denton,OrlandoMagic.com,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Booker, Devin -- PHX","Mudiay, Emmanuel -- DEN","Russell, D'Angelo -- LAL","Okafor, Jahlil -- PHI","Richardson, Josh -- MIA","Turner, Myles -- IND","Johnson, Stanley -- DET","Hezonja, Mario -- ORL",2016,All-Rook
Al Iannazzone,Newsday,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Booker, Devin -- PHX","Mudiay, Emmanuel -- DEN","Okafor, Jahlil -- PHI","Russell, D'Angelo -- LAL","Jokic, Nikola -- DEN","Winslow, Justise -- MIA","Johnson, Stanley -- DET","Turner, Myles -- IND",2016,All-Rook
David Mayo,Mlive Media Group,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Jokic, Nikola -- DEN","Booker, Devin -- PHX","Okafor, Jahlil -- PHI","Russell, D'Angelo -- LAL","Turner, Myles -- IND","Winslow, Justise -- MIA","Johnson, Stanley -- DET","Richardson, Josh -- MIA",2016,All-Rook
Dwain Price,Ft. Worth Star Telegam,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Mudiay, Emmanuel -- DEN","Russell, D'Angelo -- LAL","Okafor, Jahlil -- PHI","Turner, Myles -- IND","Winslow, Justise -- MIA","Cauley-Stein, Willie -- SAC","Jokic, Nikola -- DEN","Anderson, Justin -- DAL",2016,All-Rook
Chris Haynes,Northeast Ohio Media Group/Cleveland.com,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Booker, Devin -- PHX","Russell, D'Angelo -- LAL","Okafor, Jahlil -- PHI","Mudiay, Emmanuel -- DEN","Turner, Myles -- IND","Johnson, Stanley -- DET","Jokic, Nikola -- DEN","Cauley-Stein, Willie -- SAC",2016,All-Rook
Matt Pinto,WWLS / 98.1,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Booker, Devin -- PHX","Okafor, Jahlil -- PHI","Turner, Myles -- IND","Mudiay, Emmanuel -- DEN","Russell, D'Angelo -- LAL","Kaminsky, Frank -- CHA","Jokic, Nikola -- DEN","Johnson, Stanley -- DET",2016,All-Rook
Stacey King,Comcast SportsNet Chicago,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Booker, Devin -- PHX","Okafor, Jahlil -- PHI","Turner, Myles -- IND","Winslow, Justise -- MIA","Russell, D'Angelo -- LAL","Mudiay, Emmanuel -- DEN","Jokic, Nikola -- DEN","Richardson, Josh -- MIA",2016,All-Rook
Frank Isola,Sirius Radio/New York Daily News,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Mudiay, Emmanuel -- DEN","Turner, Myles -- IND","Booker, Devin -- PHX","Winslow, Justise -- MIA","Portis, Bobby -- CHI","Richardson, Josh -- MIA","Jokic, Nikola -- DEN","Kaminsky, Frank -- CHA",2016,All-Rook
Eddie Johnson,Fox Sports Arizona,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Booker, Devin -- PHX","Okafor, Jahlil -- PHI","Mudiay, Emmanuel -- DEN","Turner, Myles -- IND","Winslow, Justise -- MIA","Russell, D'Angelo -- LAL","Jokic, Nikola -- DEN","Johnson, Stanley -- DET",2016,All-Rook
John Michael,Cavaliers Radio,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Booker, Devin -- PHX","Okafor, Jahlil -- PHI","Winslow, Justise -- MIA","Mudiay, Emmanuel -- DEN","Richardson, Josh -- MIA","Turner, Myles -- IND","Jokic, Nikola -- DEN","Russell, D'Angelo -- LAL",2016,All-Rook
David Aldridge,TNT,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Okafor, Jahlil -- PHI","Mudiay, Emmanuel -- DEN","Winslow, Justise -- MIA","Booker, Devin -- PHX","Simmons, Jonathon -- SA","Turner, Myles -- IND","Jokic, Nikola -- DEN","Richardson, Josh -- MIA",2016,All-Rook
Bob Rathbun,Fox Sports South,"Towns, Karl-Anthony -- MIN","Booker, Devin -- PHX","Porzingis, Kristaps -- NYK","Turner, Myles -- IND","Jokic, Nikola -- DEN","Winslow, Justise -- MIA","Mudiay, Emmanuel -- DEN","Johnson, Stanley -- DET","Kaminsky, Frank -- CHA","Richardson, Josh -- MIA",2016,All-Rook
Chris Carrino,WFAN (660),"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Jokic, Nikola -- DEN","Winslow, Justise -- MIA","Okafor, Jahlil -- PHI","Booker, Devin -- PHX","Russell, D'Angelo -- LAL","Johnson, Stanley -- DET","Kaminsky, Frank -- CHA","Mudiay, Emmanuel -- DEN",2016,All-Rook
Joel Meyers,Fox Sports New Orleans,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Okafor, Jahlil -- PHI","Booker, Devin -- PHX","Winslow, Justise -- MIA","Mudiay, Emmanuel -- DEN","Russell, D'Angelo -- LAL","Jokic, Nikola -- DEN","Kaminsky, Frank -- CHA","Cauley-Stein, Willie -- SAC",2016,All-Rook
Nate Taylor,Indianapolis Star,"Towns, Karl-Anthony -- MIN","Jokic, Nikola -- DEN","Porzingis, Kristaps -- NYK","Turner, Myles -- IND","Russell, D'Angelo -- LAL","Booker, Devin -- PHX","Portis, Bobby -- CHI","Lyles, Trey -- UTA","Kaminsky, Frank -- CHA","Payne, Cameron -- OKC",2016,All-Rook
Matt Devlin,SportsNet/TSN,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Okafor, Jahlil -- PHI","Winslow, Justise -- MIA","Booker, Devin -- PHX","Jokic, Nikola -- DEN","Turner, Myles -- IND","Mudiay, Emmanuel -- DEN","Kaminsky, Frank -- CHA","Russell, D'Angelo -- LAL",2016,All-Rook
Chris Sheridan,Sheridanhoops.com,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Booker, Devin -- PHX","Richardson, Josh -- MIA","Russell, D'Angelo -- LAL","Winslow, Justise -- MIA","Mudiay, Emmanuel -- DEN","Okafor, Jahlil -- PHI","Kaminsky, Frank -- CHA","Turner, Myles -- IND",2016,All-Rook
Bob Fitzgerald,Comcast SportsNet Bay Area,"Okafor, Jahlil -- PHI","Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Booker, Devin -- PHX","Turner, Myles -- IND","Russell, D'Angelo -- LAL","Jokic, Nikola -- DEN","Portis, Bobby -- CHI","Kaminsky, Frank -- CHA","Mudiay, Emmanuel -- DEN",2016,All-Rook
Dante Marchitelli,Fox Sports Florida,"Towns, Karl-Anthony -- MIN","Porzingis, Kristaps -- NYK","Jokic, Nikola -- DEN","Winslow, Justise -- MIA","Booker, Devin -- PHX","Okafor, Jahlil -- PHI","Mudiay, Emmanuel -- DEN","Russell, D'Angelo -- LAL","Kaminsky, Frank -- CHA","Turner, Myles -- IND",2016,All-Rook
